RepeatID,GNIS_NAME.x,GearMiss,Gear.x,Gear.y,Party.x,Party.y,Database.x,Database.y,Month.x,Month.y,F_MAUG_HIS.x,GNIS_NAME.y,F_MAUG_HIS.y
19,Sweetwater River,Y,Minnow seine | Minnow seine | Minnow seine | Minnow seine | Minnow seine,Drifting watercraft and throwing electrodes | Drifting watercraft and throwing electrodes | Drifting watercraft and throwing electrodes | Drifting watercraft and throwing electrodes | Drifting watercraft and throwing electrodes | 0,Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton,CT | CT | CT | CT | CT | 0,Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili,Wyoming Game & Fish Dept,8,8,43.08095905,Sweetwater River,43.08095905
132,Horse Creek,M,E,E/S,Rahel and Hubert 1991,WGFD 2015 Report,Kirk 2020,Kirk 2020,0,0,38.94474004,Horse Creek,38.94474004
8,South Cottonwood Creek,M,| | | |,0 | 0,Collector(s): unknown | Collector(s): unknown | Collector(s): unknown | Collector(s): unknown | Collector(s): unknown,0 | Gelwicks,Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers,Wyoming Game & Fish Dept | WGFD(Gelwicks),8,7,38.16327103,South Cottonwood Creek,38.16327103
92,Crazy Woman Creek,M,Bag seine 25' | Bag seine 25' | Bag seine 25' | Bag seine 25' | Bag seine 25' | Bag seine 25',0,"Collector(s): David J. Zafft, J. Isaacs, K. Lang | Collector(s): David J. Zafft, J. Isaacs, K. Lang | Collector(s): David J. Zafft, J. Isaacs, K. Lang | Collector(s): David J. Zafft, J. Isaacs, K. Lang | Collector(s): David J. Zafft, J. Isaacs, K. Lang |",0,Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili,Wyoming Game & Fish Dept,7,8,38.03778631,Crazy Woman Creek,38.14622949
352,Cottonwood Creek,M,Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | 0,0,MS SY | MS SY | MS SY | MS SY | MS SY | MS SY | MS SY | MS SY | 0,0,Wyoming Game & Fish Dept,0,9,7,37.12014651,Cottonwood Creek,37.12014651
17,Sweetwater River,M,DC with VVP unit from shore | DC with VVP unit from shore | DC with VVP unit from shore | DC with VVP unit from shore | DC with VVP unit from shore | 0,Raft and backpack electrofisher | Raft and backpack electrofisher | Raft and backpack electrofisher | Drifting watercraft and throwing electrodes | Drifting watercraft and throwing electrodes | Drifting watercraft and throwing electrodes | Drifting water,DD KJ DO SR | DD KJ DO SR | DD KJ DO SR | DD KJ DO SR | DD KJ DO SR | 0,Collector(s): Paul Gerrity | Collector(s): Paul Gerrity | Collector(s): Paul Gerrity | CT | CT | CT | CT | CT | 0,Wyoming Game & Fish Dept,Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Wyoming Game & Fish Dept,10,8,36.17224963,Sweetwater River,36.17224963
98,Chugwater Creek,M,| | | | |,Seine | Seine | Seine | Seine | Seine,Collector(s): Wyoming Game and Fish Department | Collector(s): Wyoming Game and Fish Department | Collector(s): Wyoming Game and Fish Department | Collector(s): Wyoming Game and Fish Department | Collector(s): Wyoming Game and Fish Department | Collector,"Collector(s): Christina E. Barrineau, Nina Selvage, E. Collings | Collector(s): Christina E. Barrineau, Nina Selvage, E. Collings | Collector(s): Christina E. Barrineau, Nina Selvage, E. Collings | Collector(s): Christina E. Barrineau, Nina Selvage, E. C",Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers,Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili,9,7,35.66528558,Chugwater Creek,35.87718464
325,South Piney Creek,M,DC with VVP unit from shore | DC with VVP unit from shore | DC with VVP unit from shore,0 | 0,| |,0 | Gelwicks,Wyoming Game & Fish Dept,Wyoming Game & Fish Dept | WGFD(Gelwicks),8,9,34.80800663,South Piney Creek,34.80800663
126,Horse Creek,M,| | | | | | | | | | | | | |,E/S,"Collector(s): Joe Larscheid, Brent Rhodine | Collector(s): Joe Larscheid, Brent Rhodine | Collector(s): Joe Larscheid, Brent Rhodine | Collector(s): Joe Larscheid, Brent Rhodine | Collector(s): Joe Larscheid, Brent Rhodine | Collector(s): Joe Larscheid,",WGFD 2015 Report,Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers,Kirk 2020,6,0,30.20575509,Horse Creek,30.20575509
163,Little Missouri River,M,| | | | | | | |,Bag Seine | Bag Seine | Bag Seine | Bag Seine | Bag Seine | Bag Seine | Bag Seine,Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T.,Nikirk | Nikirk | Nikirk | Nikirk | Nikirk | Nikirk | Nikirk,Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers,Wyoming Game & Fish Dept,6,9,29.94519944,Little Missouri River,29.81080484
133,Horse Creek,M,E,E/S,Rahel and Hubert 1991,WGFD 2015 Report,Kirk 2020,Kirk 2020,0,0,27.03760899,Horse Creek,24.80147541
161,Little Missouri River,M,Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofisher and bag seine,"Bag seine 4' x 25' with 3/16"" mesh | Bag seine 4' x 25' with 3/16"" mesh | NA | NA | NA | NA | NA | NA | NA | NA",Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton,"Collector(s): A. P. Lickteig, M. N. Joki, B. E. Savelli, Gordon P. Edwards Jr. | Collector(s): A. P. Lickteig, M. N. Joki, B. E. Savelli, Gordon P. Edwards Jr. | SF | SF | SF | SF | SF | SF | SF | SF",Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili,Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Wyoming Game & Fish Dept,6,7,26.07513358,Little Missouri River,26.22852045
261,Redwater Creek,M,Backpack electrofisher | Backpack electrofisher | Backpack electrofisher,NA | NA | NA | NA,Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton,SF | SF | SF | SF,Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos),Wyoming Game & Fish Dept,6,8,25.81800485,Redwater Creek,25.81800485
159,Little Muddy Creek,M,| |,0 | 0,Collector(s): unknown | Collector(s): unknown | Collector(s): unknown,0 | 0,Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers,Tiemann (UWyo) unpublished | Wyoming Game & Fish Dept,7,6,25.5098021,Little Muddy Creek,25.7846506
211,North Cottonwood Creek,M,| | 0,0 | 0,Collector(s): unknown | Collector(s): unknown | Gelwicks,0 | Gelwicks,Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | WGFD(Gelwicks),Wyoming Game & Fish Dept | WGFD(Gelwicks),8,8,25.12477723,North Cottonwood Creek,25.12477723
344,Black Thunder Creek,M,Seine | Seine | Seine | Seine | Seine | Seine | Bag Seine | Bag Seine | Bag Seine | Bag Seine | Bag Seine,0,"Collector(s): Christina E. Barrineau, Rosa McIver | Collector(s): Christina E. Barrineau, Rosa McIver | Collector(s): Christina E. Barrineau, Rosa McIver | Collector(s): Christina E. Barrineau, Rosa McIver | Collector(s): Christina E. Barrineau, Rosa McI",0,Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili,0,6,7,24.55640329,Black Thunder Creek,24.55640329
363,Fish Creek,M,Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine,0,"Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert",0,"Montana Fish, Wildlife & Parks",0,9,7,23.72343863,Fish Creek,23.72343863
383,Pass Creek,M,Backpack electrofisher | Backpack electrofisher | Backpack electrofisher | Backpack electrofisher | Backpack electrofisher | Backpack electrofisher | Backpack electrofisher | Backpack electrofisher,0,Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton,0,Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili,0,8,7,22.97974496,Pass Creek,22.97974496
444,Otter Creek,M,Seine,0 | | | |,C. Clancy,"0 | Collector(s): Peterson, Sturgis, Murray, Davidson | Collector(s): Peterson, Sturgis, Murray, Davidson | Collector(s): Peterson, Sturgis, Murray, Davidson | Collector(s): Peterson, Sturgis, Murray, Davidson",Clancy et al. 1980,Global Biodiversity Information Facility USGS Nonindigenous Aquatic Species database | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Inf,0,6,21.60058167,Otter Creek,21.60058167
379,,M,Minnow seine | Minnow seine | Minnow seine | Minnow seine | Minnow seine,0,T. Patton | T. Patton | T. Patton | T. Patton | T. Patton,0,Wyoming Game & Fish Dept,0,1,7,21.22813372,Gooseberry Creek,21.27238491
166,Little Powder River,M,| | | | | | | |,Bag Seine | Bag Seine | Bag Seine | Bag Seine | Bag Seine | Bag Seine | Bag Seine | Bag Seine | Bag Seine,Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T.,Entered by Mavrakis. Supplied by Peter Wright USGS | Entered by Mavrakis. Supplied by Peter Wright USGS | Entered by Mavrakis. Supplied by Peter Wright USGS | Entered by Mavrakis. Supplied by Peter Wright USGS | Entered by Mavrakis. Supplied by Pete,Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers,Wyoming Game & Fish Dept,6,7,21.05739573,Little Powder River,21.05739573
41,Bear Creek,M,E/S,E,Patton 1998,Moan et al. 2011,Kirk 2020,Kirk 2020,0,0,20.86264745,Bear Creek,20.86264745
280,Savery Creek,M,| | | | | |,0 | 0 | 0,Collector(s): unknown | Collector(s): unknown | Collector(s): unknown | Collector(s): unknown | Collector(s): unknown | Collector(s): unknown | Collector(s): unknown,0 | 0 | Gelwicks,Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers,Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | WGFD(Gelwicks),8,7,20.46942094,Savery Creek,20.46942094
24,Willow Creek,M,| |,0,Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter,0,Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers,Wyoming Game & Fish Dept,8,9,19.5435924,Willow Creek,19.39859922
331,Willow Creek,M,Seine | Seine | Seine | Seine | Seine | Seine | Seine,0,"Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert",0,"Montana Fish, Wildlife & Parks",0,8,8,18.94113259,Willow Creek,21.53662468
359,Dry Creek,M,| | |,0,"Myers, G. S.; Gosline, W. A. | Myers, G. S.; Gosline, W. A. | Myers, G. S.; Gosline, W. A. | Myers, G. S.; Gosline, W. A.",0,Global Biodiversity Information Facility CAS Ichthyology (ICH) | Global Biodiversity Information Facility CAS Ichthyology (ICH) | Global Biodiversity Information Facility CAS Ichthyology (ICH) | Global Biodiversity Information Facility CAS Ichthyology (I,0,9,8,17.94692216,Dry Creek,17.94692216
428,Inyan Kara Creek,M,E/S,Seine,Patton 1998,Rieger et al,Kirk 2020,UWYO,0,7,17.32633867,Inyan Kara Creek,17.32633867
136,Inyan Kara Creek,M,| | | | | | | | |,Bag Seine | Bag Seine | Bag Seine | Bag Seine,Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T.,Nikirk | Nikirk | Nikirk | Nikirk,Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers,Wyoming Game & Fish Dept,6,8,17.32633867,Inyan Kara Creek,17.32633867
284,South Piney Creek,M,0,0 | 0,Gelwicks,0 | Gelwicks,WGFD(Gelwicks),Wyoming Game & Fish Dept | WGFD(Gelwicks),8,8,15.04101673,South Piney Creek,19.88961715
278,Sand Creek,M,Jon boat-throwing electrode | Jon boat-throwing electrode | Jon boat-throwing electrode | Jon boat-throwing electrode | Jon boat-throwing electrode | Jon boat-throwing electrode | Jon boat-throwing electrode | 0 | Jon boat-throwing electrode | Jon boat-t,0,Laub | Laub | Laub | Laub | Laub | Laub | Laub | 0 | Laub | Laub | Laub | Laub | Laub | Laub | Laub | 0,0,Wyoming Game & Fish Dept | Wyoming Game & Fish Dept,Wyoming Game & Fish Dept,10,9,15.00140743,Sand Creek,15.00140743
342,Badwater Creek,M,Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit | Backpack electrofishing unit,0,NA | NA | NA | NA,0,Wyoming Game & Fish Dept,0,7,7,14.90453124,Badwater Creek,14.90453124
199,Muddy Creek,M,0,0 | 0 | 0 | 0,Gelwicks,0 | 0 | 0 | 0,WGFD(Gelwicks),Tiemann (UWyo) unpublished | Wyoming Game & Fish Dept | Tiemann (UWyo) unpublished | Wyoming Game & Fish Dept,10,9,14.88379399,Muddy Creek,15.47846402
20,Sweetwater River,M,DC with VVP unit from shore | DC with VVP unit from shore | DC with VVP unit from shore | DC with VVP unit from shore | DC with VVP unit from shore | DC with VVP unit from shore | DC with VVP unit from shore | DC with VVP unit from shore | DC with VVP un,Drifting watercraft and throwing electrodes | Drifting watercraft and throwing electrodes | 0,KJJDDO ALAM | KJJDDO ALAM | KJJDDO ALAM | KJJDDO ALAM | KJJDDO ALAM | KJJDDO ALAM | KJJDDO ALAM | KJJDDO ALAM | KJJDDO ALAM | KJJDDO ALAM | KJJDDO ALAM | KJJDDO ALAM | KJJDDO ALAM | KJJDDO ALAM | KJJDDO ALAM | KJJDDO ALAM | KJJDDO ALAM | KJJDDO ALAM | KJ,AB CB PG | AB CB PG | 0,Wyoming Game & Fish Dept,Wyoming Game & Fish Dept,7,7,14.60020586,Sweetwater River,14.60020586
271,Prairie Dog Creek,M,Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofisher and bag seine | Backpack electrofish,E,Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Pa,Peterson et al. 2009,Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili,Kirk 2020,6,0,14.18262554,Prairie Dog Creek,14.18262554
442,Otter Creek,M,Seine,0,C. Clancy,"Stagliano, David",Clancy et al. 1980,MT Natural Heritage Program,0,7,13.97816946,Otter Creek,13.97816946
200,Muddy Creek,M,0 | 0,0 | 0,0 | 0,0 | 0,Wyoming Game & Fish Dept | Wyoming Game & Fish Dept,Tiemann (UWyo) unpublished | Wyoming Game & Fish Dept,9,6,13.82796065,Muddy Creek,13.82796065
201,Muddy Creek,M,0 | 0 | 0,0,0 | 0 | Gelwicks,0,Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | WGFD(Gelwicks),Wyoming Game & Fish Dept,9,6,13.55756797,Muddy Creek,13.55756797
364,Fontenelle Creek,M,0 | 0 | 0,0,0 | 0 | Gelwicks,0,Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | WGFD(Gelwicks),0,9,8,13.33378221,Fontenelle Creek,13.32914357
260,Rawhide Creek,M,0 | | | |,E,Collector(s): unknown | Collector(s): unknown | Collector(s): James R. Simon | Collector(s): James R. Simon | Collector(s): James R. Simon,Gerrity 2009,Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers,Kirk 2020,3,0,13.17491493,Rawhide Creek,15.54867367
337,Beaver Creek,M,E/S,0,Patton 1998,0,Kirk 2020,0,0,7,13.12719916,Beaver Creek,13.09879946
345,Bennie Peer Creek,M,Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine,0,"Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert",0,"Montana Fish, Wildlife & Parks",0,9,8,12.4508658,Bennie Peer Creek,11.37805594
393,Beaver Creek,M,Seine,0,"Clancey, Morris",0,Elser et al. 1978,0,0,8,12.13807993,Beaver Creek - Wibeaux,12.13807993
160,Little Missouri River,M,| | |,NA | NA | NA,"Collector(s): G. H. Clemmer, M. Stromberg, USGS Biological Survey Fort Collins | Collector(s): G. H. Clemmer, M. Stromberg, USGS Biological Survey Fort Collins | Collector(s): G. H. Clemmer, M. Stromberg, USGS Biological Survey Fort Collins | Collector(s",SF | SF | SF,Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili,Wyoming Game & Fish Dept,7,7,11.88304219,Little Missouri River,11.88304219
279,Savery Creek,M,| | | |,0 | 0 | 0,Collector(s): unknown | Collector(s): unknown | Collector(s): unknown | Collector(s): unknown | Collector(s): unknown,0 | 0 | Gelwicks,Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers,Wyoming Game & Fish Dept | Wyoming Game & Fish Dept | WGFD(Gelwicks),8,7,11.77064156,Savery Creek,12.30758254
273,Rawhide Creek,M,E/S,E,Patton 1998,Gerrity 2009,Kirk 2020,Kirk 2020,0,0,11.26710889,Rawhide Creek,8.23868275
385,Prairie Elk Creek,M,Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine,0,"Lott, Ryan | Lott, Ryan | Lott, Ryan | Lott, Ryan | Lott, Ryan | Lott, Ryan | Lott, Ryan | Lott, Ryan | Lott, Ryan | Lott, Ryan | Lott, Ryan",0,"Montana Fish, Wildlife & Parks",0,8,8,11.20885949,Prairie Elk Creek,11.20885949
197,Muddy Creek,M,| | |,0 | 0,Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter,0 | Gelwicks,Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers,Wyoming Game & Fish Dept | WGFD(Gelwicks),7,8,10.62424515,Muddy Creek,10.62424515
341,Armells Creek,M,Gill netting | Gill netting | Gill netting | Gill netting | Gill netting | Gill netting | Gill netting | Gill netting,0,"Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert",0,"Montana Fish, Wildlife & Parks",0,7,6,10.60173913,Armells Creek,10.60173913
42,Beaver Creek,M,| | | | | |,NA | NA | NA | NA,"Collector(s): Louis C. Rockett, John W. Mueller | Collector(s): Louis C. Rockett, John W. Mueller | Collector(s): Louis C. Rockett, John W. Mueller | Collector(s): Louis C. Rockett, John W. Mueller | Collector(s): Louis C. Rockett, John W. Mueller | Coll",SF | SF | SF | SF,Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers,Wyoming Game & Fish Dept,8,6,10.59515945,Beaver Creek,10.59515945
189,Lodgepole Creek,M,0 | 0 | | |,E/S,"Collector(s): George T. Baxter, M. Stromberg, USGS Biological Survey Fort Collins | Collector(s): George T. Baxter, M. Stromberg, USGS Biological Survey Fort Collins | Collector(s): George T. Baxter, M. Stromberg, USGS Biological Survey Fort Collins | Co",WGFD 2015 Report,Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili,Kirk 2020,4,0,9.20326527,Lodgepole Creek,9.20326527
188,Lodgepole Creek,M,0 | 0 | 0 | 0 | | | |,0,Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): unknown | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter | Collector(s): George T. Baxter,0,Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers,Wyoming Game & Fish Dept,5,6,8.7866836,Lodgepole Creek,8.7866836
112,Deer Creek,M,E,E/S,Wesche 1974,Bear 2007,Kirk 2020,Kirk 2020,0,0,8.62493134,Deer Creek,8.65376394
390,Sage Creek,M,Minnow seine | Minnow seine | Minnow seine | Minnow seine | Minnow seine | Minnow seine | Minnow seine,0,T. Patton | T. Patton | T. Patton | T. Patton | T. Patton | T. Patton | T. Patton,0,Wyoming Game & Fish Dept,0,1,8,8.48542044,Sage Creek,8.48542044
346,Big Dry Creek,M,Seine | Seine | Seine | Seine | Seine | Seine | Seine | Seine,0,"Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert",0,"Montana Fish, Wildlife & Parks",0,9,6,8.29579963,Big Dry Creek,8.29579963
414,Little Beaver Creek,M,Electrofishing,Unknown | Unknown | Unknown,C. Barfoot,Allison Stringer | Allison Stringer | Allison Stringer,Barfoot 1993,"Montana Fish, Wildlife & Parks",0,9,8.26027336,Little Beaver Creek,8.26027336
433,Sarpy Creek,M,Electrofishing,Seine,,"Clancy, Rieger",Clancey 1978,UWYO,8,7,6.82317961,Sarpy Creek,6.82317961
348,Butte Creek,M,Seine | Seine | Seine | Seine,0,"Bramblett, Robert | Bramblett, Robert | Bramblett, Robert | Bramblett, Robert",0,"Montana Fish, Wildlife & Parks",0,9,8,6.48788197,Butte Creek,6.48788197
353,Cottonwood Creek,M,Seine,0,"Bramblett, Robert",0,"Montana Fish, Wildlife & Parks",0,8,7,6.28311447,Cottonwood Creek,6.09776917
340,Alkali Creek,M,"Bag seine 15' with 3/16"" mesh | 0",0,"Collector(s): Aaron I. Kern, S. L. Beck, M. P. Larocco | 0",0,Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Wyoming Game & Fish Dept,0,9,7,6.17504999,Alkali Creek,6.17504999
157,Little Medicine Bow River,M,| | | | |,Backpack electrofisher | Backpack electrofisher | Backpack electrofisher | Backpack electrofisher | Backpack electrofisher | Backpack electrofisher,"Collector(s): Douglas L. Mitchum, D. E. Pedlar | Collector(s): Douglas L. Mitchum, D. E. Pedlar | Collector(s): Douglas L. Mitchum, D. E. Pedlar | Collector(s): Douglas L. Mitchum, D. E. Pedlar | Collector(s): Douglas L. Mitchum, D. E. Pedlar | Collector","Collector(s): Steve Gale, Judith M. Barkstedt, J. Pope, M. Hendrix | Collector(s): Steve Gale, Judith M. Barkstedt, J. Pope, M. Hendrix | Collector(s): Steve Gale, Judith M. Barkstedt, J. Pope, M. Hendrix | Collector(s): Steve Gale, Judith M. Barkstedt,",Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodiversity Information Facility University of Wyoming Museum of Vertebrates (UWYMV) Fish specimens (Arctos) | Global Biodivers,Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili,7,6,6.17503226,Little Medicine Bow River,6.06760651
187,Lodgepole Creek,M,Backpack electrofisher | Backpack electrofisher | Backpack electrofisher | Backpack electrofisher | Backpack electrofisher | Backpack electrofisher | Backpack electrofisher,E/S,Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton | Collector(s): T. M. Patton,WGFD 2015 Report,Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facility MSB Fish Collection (Arctos) | Global Biodiversity Information Facili,Kirk 2020,6,0,6.07179325,Lodgepole Creek,6.07179325
